date,AAPL,AMD,AMZN,AVGO,BA,BAC,CAT,COST,CVX,DE,DIS,EEM,EFA,F,GLD,GM,GOOGL,GS,HD,HYG,IEF,INTC,IWD,IWF,IWM,JNJ,JPM,KHC,KO,LIN,LLY,LMT,LQD,MA,META,MSFT,MTUM,NEE,NKE,NVDA,PEP,PFE,PG,QQQ,QUAL,SBUX,SPY,T,TLT,TSLA,UNH,USMV,USO,UUP,V,VNQ,VZ,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XOM
2024-02-01,64885400,91576700,76542400,19411000,10679200,57084800,3196300,2039200,8641100,1485600,8484800,22048300,17189400,81065800,10278100,21343000,40466500,2138500,2439100,48019300,33372900,38819900,1809400,6201600,59479000,8012000,9354800,8337700,15870900,1893600,2494300,1175000,42478500,3292700,29727100,30657700,559700,8687600,7666700,369146000,4920800,53883000,7601100,51008600,1645100,15001500,91891600,71660400,84291200,91843300,4242600,2887500,13358700,3755500,7065000,8950700,19586500,19793800,6907200,51101400,63445600,13946100,14303400,20588700,10887000,51507200,8503600,14682200,19240700
2024-02-02,102551700,82134300,117218300,26689000,6275300,40416000,4661500,2377400,12839100,1666900,9321300,29803500,15579800,73130900,7337600,19818300,62499600,2180900,3697600,42727400,13809200,53683500,3315900,5860400,52839300,8295900,8607600,5809400,17544900,2218600,3019200,973900,39604900,2050300,84707600,28256700,674100,14952900,8966900,476578000,5307700,51718500,7937700,59602400,1876800,11366600,99228200,33248500,63823300,110612700,3804500,3117800,5659600,3216000,4848700,7935800,21548600,22920400,11971800,38075000,61778400,12830200,12872200,23158000,12844000,51839600,10629200,20763800,21973400
2024-02-05,69668800,76349200,55081300,22045000,8682500,43573000,6557500,2276900,8277800,2164000,11679300,26934900,15617900,81026800,5436100,19722400,38505400,2231100,2653800,51908600,12147700,28890300,1775900,6355600,39751900,9121600,7820200,5800800,12759600,3487800,7602400,1379600,39266800,2438800,40832400,25352300,649800,14293600,10097900,680078000,5142700,42633400,6931900,39889200,1646200,7335800,75757100,31496900,53827400,134294400,3646300,2852800,3284500,3422600,4899100,6269400,20466200,24886800,7886300,31593600,37351300,9536700,10086200,14564700,8668200,39895000,9631700,13346200,17190900
2024-02-06,43490800,68854100,42505500,25354000,7556900,27188000,2825700,1920200,6198200,1740600,16455500,41288400,13886600,98636800,4866100,16280200,29128200,1487800,2045300,32948200,9327000,34068200,1066500,4303600,34689100,9229900,6764800,6116100,12775200,3227000,8187300,1065700,26095200,2201900,21655200,18382600,1227900,10305400,11368600,683111000,5182700,56958700,6185400,35846100,1181000,11531500,55918600,25734200,33411500,122676000,2745400,2640700,4413400,621700,4400000,5482300,17517600,19053000,6738300,28056200,41055700,8722800,12677200,11224200,7866800,27557000,10159000,9373600,13347900
2024-02-07,53439000,53665400,47174100,25768000,7747700,29660100,3203000,2145500,6252000,1671500,28886300,22270000,10485100,137224000,6276900,19093800,25208900,1963200,3272200,42954100,8619800,34269200,936400,6019200,31713900,8690300,7225500,7750800,10259900,1985600,5798000,980700,23574200,2544300,23066000,22340500,366600,7761300,9447800,495575000,5769700,36843000,7209300,37712700,1295100,9078000,70556500,33871800,40120200,111535200,4109100,2028800,5234200,849000,4785900,5074200,21815600,10820400,5980100,26920400,39018700,7557100,11365800,7544100,6679000,23748600,7884600,7796400,13826800
2024-02-08,40962000,43385300,42316500,29326000,5787700,36852200,1986100,1918500,9237000,1142000,60558400,23485800,9578500,68653900,3873300,15864500,22563800,1913700,2521900,25548400,7808000,33206500,1409600,8970800,35370800,9755000,6060300,10685500,12874800,1488900,4636900,972200,26063900,2081300,18815100,21225300,504400,8143000,6330400,414422000,9269700,29048400,6121600,29889900,1232700,9888100,52343600,66974900,50087700,83034000,3343000,1351100,6147400,1686900,5833400,3697200,19523500,6798600,4267600,36201000,47331500,8532300,9948200,16287600,4517700,41755400,6672400,8100000,19636900
2024-02-09,45155200,56375700,56986000,26293000,4349700,36176000,2823000,1426100,9194500,1426300,21509100,22416400,11001100,47649600,4412600,13066000,26829500,2028200,2389900,33951400,8492500,51193000,1374700,4523200,46107100,6529200,6296700,8189300,15235300,1351500,2833900,1038600,19029200,2155400,18413100,22032800,429100,8003500,5449000,436637000,12731700,29062700,5978000,36943900,1018700,9385600,63979400,44427100,27951300,84476300,2715400,2343600,2761600,1118200,4618300,3478100,18479400,7636600,7624600,38073400,50680400,10106000,11612200,20698800,5515700,29647800,7447800,9584800,20410500
2024-02-12,41781900,58177100,51050400,24778000,4077400,34160400,2483600,1572600,6713000,1698100,13424000,33026500,6911500,54036500,4706300,18113100,21564100,2797200,3119700,36249100,7023600,51107300,1605300,7393200,43291000,6701500,8539300,9648200,13516800,1272100,2932300,1007200,30378900,1794500,19382000,21202900,1107000,9622000,7501900,613710000,7867500,30323700,5482000,33203300,916800,9224400,56502300,31151200,27890300,95498600,3194000,1358700,3839000,1127700,3676200,3949000,15060500,6796400,4285300,25893800,39952700,8383200,10753200,13422900,5376400,25219000,6645500,6040200,18173100
2024-02-13,56529500,63071300,56345100,31907000,8263600,43801500,2923200,1951100,6987100,1765200,14594500,42252400,14942500,67907700,9525800,18979000,27837700,3030800,3106500,69904200,11978400,36622200,2147100,9164000,86247400,8621000,8397600,9869400,24195700,1313300,2860300,1089300,41494100,2407700,20916600,27824900,850000,12759700,6180500,602580000,7302000,37927500,6046800,64491700,1166800,8138500,113099200,29734600,49768500,86759500,3436000,5512500,3632000,3596900,5493800,6203500,14483600,12864600,8023900,41156800,62948300,14054200,19459400,21640600,21419000,45402200,11170000,14801400,18917400
2024-02-14,54630500,57402500,42815500,27306000,6503000,27833900,1887100,1472500,5995100,2409000,11405500,28923100,13248000,52978800,7031600,13278500,22704200,2041300,2998900,38603100,8979600,36186200,2991200,5052800,43808000,9098800,7056700,20793800,15872500,1345200,3394300,2503800,41932200,2202700,16858400,20401200,730800,8831300,5743300,504917000,5731900,25270200,5727300,45092700,1076800,5510600,68387800,26468100,44191600,81203000,1918500,15329000,4632500,3242200,4218400,5264400,12443200,8762000,7344700,40894600,58722500,11889500,11791600,15191300,14186400,34871800,9701100,11561000,17651300
2024-02-15,65434500,51126400,49855200,21873000,5309100,41683100,2362900,1264100,8950300,4933800,9961900,27273300,14128600,57811800,6228900,15688600,37590700,2218900,2662800,44319900,6788300,44024500,3218400,6570000,44931900,7462500,8723400,10689100,13695800,1721600,2507000,1136700,33255200,2354100,24212300,21825500,960900,9880000,7201300,420122000,4451400,36111600,6249200,38796100,1883200,8878000,61683000,25926700,49598500,120831800,2292100,3241300,4230900,948900,4834800,5164800,12081400,11984000,6672500,43364400,58107900,11644100,10796400,14235700,8637600,34680800,9294800,10567600,23196300
2024-02-16,49752500,53940300,48107700,21268000,5986500,33290700,2513200,1764900,7570200,2274300,8782200,36729000,13381600,43228600,6518500,12396700,31468900,2376800,3899600,50322900,7147400,29975300,3523000,4542400,48346200,8541000,8152600,6404000,13947100,1460800,5009400,806000,26189800,2237200,23324600,22296500,376200,9943500,14590100,495327000,5246000,35935300,6617600,53716500,912300,5737500,75532900,28848800,33116800,111346700,2135500,3033500,4209200,643500,6630700,4781000,12645500,9313400,7036600,26960800,37900000,8740900,11090400,15568300,7683100,29914200,8424100,8512200,20151400
2024-02-20,53665600,66550000,41980300,26329000,5248400,30372900,2701600,2407300,6977900,1973600,9770900,32493800,15285800,44591000,5531200,16971300,25144700,2358900,4830000,31994100,8286300,61514100,2353400,2958800,30547500,9501700,9668000,8710400,18339300,1869200,4701100,1363900,22386600,5044200,18015500,24307900,837400,13014600,8759500,704833000,6117900,34232000,6622100,53999500,948800,8844500,71736700,29103900,24469300,104545800,2600200,3305500,3468600,1142700,6157200,4739900,12069500,9019000,8030600,28995600,39952200,7392100,17447600,15388700,6929300,22764000,9120400,8756400,17650000
2024-02-21,41371400,48365700,44420100,20579000,4171600,37847100,1779700,1564200,6628900,1364300,10427500,29069400,11433700,41835800,5789200,15977200,23223300,1772500,3277800,38674100,6433900,57485200,1162800,2300400,28669100,7472500,7024000,9722200,14373000,1230900,3541800,969600,23606200,2895800,12921800,18518900,1260800,9322100,8888100,673755000,4192600,27348300,7121000,49779000,1505100,8284600,59293400,22644500,36343100,103500300,2095900,2496900,3775000,878600,4770100,4053000,16268200,8122400,6142700,28745800,40242400,8873000,15954400,13776600,5653100,31565000,7213500,8886200,20991300
2024-02-22,52292200,100684700,55392400,40819000,6513500,42756900,1875800,1801600,8874900,2197900,9266200,32548100,15476000,36980500,4550800,11458100,27191900,2326800,3387500,45450200,8688500,62809300,1948400,3578800,38184700,8065000,9296500,6661000,12982800,1386900,3167400,1236900,28705900,2572800,21625800,27009900,1001700,10426000,6705500,865100000,7539200,31957500,6619500,53887800,1276000,8124700,76402500,59974500,45190700,92739500,3186800,4244300,2748500,895300,5100200,5000600,22068900,9448600,7108600,35206800,55188200,10604300,18551600,11744900,6144400,31841600,9130000,8800000,20470700
2024-02-23,45119700,69207400,59715200,23115000,7433400,30586000,1575000,1265800,6561600,1704300,11724000,37973600,11400000,32152100,6827300,15194400,19493800,2247400,3398200,24686900,6426700,33810700,2514800,4594400,37667700,6726000,7105800,6194400,13612900,1164900,2394800,842200,29856300,1764100,18374300,16295900,784000,10563900,6947300,829388000,6409800,33182600,5486500,39853900,814100,6845200,61321800,32270900,38406700,78841900,2502000,2344600,3403200,538700,5107700,4695600,15228600,7079000,7327500,28952400,42190500,8757400,12324000,12548300,5263400,24572800,9194600,7575800,15975900
2024-02-26,40867400,45435100,44368600,16282000,4807200,31129200,1650000,1707000,6900800,1592500,8694200,23804700,15015200,40241300,4491900,16610200,53641800,1797800,2461000,32795300,6417200,27035400,1432600,3618800,29118200,5465400,7145400,7033800,10336100,1286000,2243800,980600,26696200,2066900,12101400,16193500,723000,12753800,5831500,503973000,3837000,45685500,4531900,33043200,992600,7043800,50386700,26815900,27855000,111747100,2308900,2382700,3578500,636800,3856900,5943300,25108400,6653600,7872600,23376400,38370000,7951300,18248800,11806000,6427800,25587000,7248300,7051600,13360800
2024-02-27,54318900,43665200,31141700,12126000,3932900,40536300,1640900,1471300,15093800,1559700,7595000,21206300,11110900,36508800,5165400,11507700,33099200,1724900,2802900,30926600,7540600,25126400,852800,3301200,32268600,5078600,5717100,4807500,9931100,1086300,2716700,887000,33453800,2011100,10809600,14835800,1107400,12421800,5317400,391705000,3567600,38598400,3868200,33713200,1142200,5356100,48854500,28350800,30242000,108645400,3780600,1919100,5301700,1424900,4145200,3857800,17074100,8254600,4502500,26317400,42599500,6275500,9984400,8294300,9466100,27487600,7374000,5852400,16360000
2024-02-28,48953900,35914400,28180500,10967000,9654700,39548600,1471000,1365000,6715900,1675600,10773000,31288900,12196600,51447900,2824100,15697500,37328600,2572900,2282500,24667600,5293600,26928500,1530700,3703200,30143900,6071100,6131600,4923000,8076500,1562400,2716300,1029300,32713500,1931900,12715500,13183100,595800,13240400,4219800,393110000,5275300,31010200,3802900,32938800,812200,5622400,56506600,33531100,34574200,99806200,9558600,1602100,3991500,502900,4358800,5170700,12437000,8994000,3774600,26679600,40040800,8324000,8329000,6768700,7497600,22983600,8038800,7408800,14810500
2024-02-29,136682600,105538500,53805400,27536000,6670300,43863400,2699800,3361200,9334400,2491200,11658300,43973800,17221700,43098500,6848600,18005200,42133000,3139100,4382800,43322400,11919200,48875100,1952400,4978000,40404100,9849100,9643000,15251000,18152700,3684200,3905400,1503100,45656400,3072500,17732000,31947300,656000,19993600,10811600,507289000,8489400,54643200,8348100,42495200,1299200,11221100,83924800,46155200,51038600,85907000,6833200,11251900,3861400,1038700,6633700,6595400,20486500,12247600,6774300,27335400,37629700,9662100,11986800,14083400,12860800,30675400,9435600,8270400,17566100
2024-03-01,73563100,103820800,31981200,44488000,11609500,38432300,1815500,1678100,7459100,1967100,7242400,35477300,18930500,48761400,13411000,13079600,31151100,1697700,2750900,39342900,11857200,41426100,1401200,3535200,35156900,5670100,6311800,6032400,10927600,1656100,4247500,1059000,42971500,1748300,16273600,17823400,894200,15398200,7349300,479135000,6109900,46392100,4819800,43853000,878100,7995400,76844800,27552700,45832800,82243100,7315000,1925200,5359600,779700,3955700,6560900,12130900,10401600,5829000,32459600,40794900,10782400,13136800,15512500,9655500,42511000,8741400,11065800,18460100
2024-03-04,81510100,86835300,37381500,34854000,7213900,49136400,1551000,2133400,12503200,1335000,11558900,38144500,13961000,81871700,12216300,14703100,55999400,1955100,2619000,21607300,6641600,59990800,2013500,4858800,24785400,8532900,7063600,8826300,10150200,2291800,3855600,1271900,31472000,3212400,12324100,17596000,912600,11674600,11050900,615616000,4303700,86777700,3841600,34325700,1473200,7321000,49799300,32690500,23864200,134334900,5239800,3099500,3332700,853200,5920300,5319000,18753900,9349200,7165800,33198000,53413200,11886600,20443800,15912700,8697600,33020800,10657800,11336800,18138000
2024-03-05,95132400,65407100,37228300,36040000,5034700,47591600,2030000,2353400,6985500,1710000,14929600,32915100,12874400,47896200,9672200,18913500,40194800,2697800,3011600,38076900,7673100,56655100,1274500,4236800,34163500,8298200,6617800,8928700,12310000,4102900,3168700,1038000,33394200,2015100,15325300,26919200,1825000,16026100,8670600,520639000,6631300,73646100,4481600,57917100,1681100,7137300,72855600,43337900,37721900,119660800,5296200,3016900,4262700,1249300,6227900,4722600,20640100,8493800,7602700,32174200,50770200,11999000,18042800,15708400,6913800,49602800,9743400,12941800,19952700
2024-03-06,68587700,86687000,32090900,43196000,4736600,49149700,1542300,2400600,14692100,1068700,14743900,45875000,24098100,48834500,10459300,15511200,35318600,2692400,2496300,34335200,9499200,52652000,3655700,5474800,34255200,5773700,7572900,7355000,12378800,2599800,2518600,775300,33176900,1917100,11757900,22344100,839900,11074900,10045300,582520000,5302500,84919500,5405700,46234500,894500,4826900,68382400,35356700,40571600,107920900,5577500,2062300,4988900,841600,4535200,4999400,16331100,10224000,6833300,28008800,58459500,8644800,14303200,11816200,5483600,32652200,8085300,9299600,20472800
2024-03-07,71765100,63869000,34063300,62832000,5965300,35900700,1732500,4187900,8739300,1844600,8609300,26916100,18279100,38971000,8403700,15428000,37738200,2033100,2368500,30393000,8420900,50378200,1604000,3939200,28020200,5188700,7618300,6584100,13686900,2514000,3977400,1085800,22875700,2178100,18586400,18718500,945000,10227300,8133900,608119000,5801600,46423800,4783900,44526700,934400,8792400,58652100,27325100,39075000,102129000,5102000,2807400,3758500,1081500,5668500,3164100,17100600,7942200,6460500,24569200,35505100,7936800,12120800,9174900,5077000,21384200,6438300,6713400,15195400
2024-03-08,76267000,120815200,37893200,74025000,9010200,42769900,2307400,8590200,7528400,1064700,10009200,30341400,14926900,54723800,13540100,12923900,39370400,1657200,2162900,38317900,8103600,54916600,1736900,3008000,41447800,5284000,6172200,5872800,13239000,2469200,4054900,763200,29591100,1596900,18597100,18002200,1189400,12735600,9043500,1142269000,6065300,45906600,5080200,72096000,1007400,7673300,86532500,30812900,25023200,85544600,4673600,2382400,4038700,940100,3928800,4546400,17807900,10311200,8710000,28252000,47266600,10157100,14912200,13301600,7551200,27511600,7802500,12463600,16281500
2024-03-11,60139500,73098600,28484800,31105000,14160600,34131500,1868000,3762500,7577100,855700,8794300,22761600,10496000,35135400,7329600,11659100,32437800,1654200,2833700,27177600,5568200,35051000,1725700,4253600,24435800,4620800,5762600,7694700,14114300,4251500,3968900,951000,25360200,1774500,20428300,16120800,1678300,9681500,8537400,678364000,5404800,52600100,5170900,45860000,840400,6702300,62557200,29541600,17787900,85391500,4410100,1431600,3072600,541900,4614000,3467200,12344600,23270600,6934200,24983800,36233100,9179300,15648400,9316500,4594600,20968200,7723800,8306400,17577300
2024-03-12,59825400,68951700,36610600,42789000,18714800,29260400,1645900,3727400,6432900,1140800,8085000,37392400,15296000,31245200,9436600,19442500,27563400,1703900,2843800,33351700,6556500,31795800,1339400,3830400,34958900,8018700,5708400,6893400,12684600,3259400,2701700,825100,30852100,1853900,15448200,22457000,979900,9634400,7040900,668075000,6158500,48758200,4229100,55300900,834800,9444900,73114400,38700600,29566000,87391700,4153800,2053200,4134600,832000,7988700,3309000,12452700,10149400,7405100,23780600,53199300,9125300,17382800,10454900,5669000,29489000,7143700,7906400,14957200
2024-03-13,52488700,70526900,30772600,37838000,10196100,38289600,1818800,2270300,8065600,1250700,7267900,25742900,14166600,50595300,5930000,19081300,23347200,2370600,3761200,28482200,9708400,53195900,1325800,5522400,25140700,6260000,7795500,11161900,13909500,3240000,2357500,987100,31089900,2103900,12090700,17115900,732100,17495300,7326400,635713000,4585800,39273000,5410500,37928700,857300,8254500,55104100,32339800,38270100,106524500,3669000,2151200,4435500,304700,5783800,3418600,13751800,14529200,5496500,42725200,43471400,8009300,12815400,9739500,6245300,25877800,7874200,5717000,17122200
2024-03-14,72913500,84490500,43705800,38029000,10016200,40178100,2110200,1826100,9047200,1436300,10520500,31566200,25572000,52619900,6865000,18012900,42753400,3029500,3877500,46677200,10055900,38100000,3236600,6526800,47509100,6988300,10310900,9222600,13996600,3551300,2647500,1153600,48815400,2757700,12620000,34157300,2071600,16996100,8350900,602318000,5155300,36428000,5848100,52195200,17780600,8544800,110171800,37237700,58365600,126325700,3378500,2479800,4238600,1062900,5484500,4155000,17475400,19452000,7210300,35946000,65563400,9684800,16023200,14086100,10442800,31869800,9605700,10810400,22121000
2024-03-15,121752700,95289500,72147400,88823000,10800700,69646400,4406000,3390700,20387200,3448500,15364200,32816600,17529100,88254000,4556700,82751200,49475400,3763900,9234900,53985300,6591400,66952900,1995700,6559200,53217000,13165500,17214200,12259700,36849900,33347400,3730100,5151300,34525600,4179300,29153600,45079900,1057600,32424500,15208500,642086000,21887300,75727900,10956900,73069800,3647200,18136300,107646300,93104700,34997700,97146800,5713500,2519400,3141800,396600,9845000,4214300,54893900,18702600,8166300,37753400,67568000,10739900,19633400,14248300,9639600,35445000,10570500,9868800,38264400
2024-03-18,75604200,59306900,31250700,25737000,9497800,50617900,2528200,1595200,7242700,1145200,11820800,23107900,13472200,36599200,7206800,16126600,69273700,2069000,3455600,34649300,5319700,27668300,1402400,4587600,32405100,6602300,9013800,8794100,15856700,3026400,2521400,965300,18279900,2072300,11755300,20106000,468600,17073700,7207000,668976000,10478500,36226500,6086300,47323800,1331100,7413900,88893300,35177000,29519500,108214400,2970500,1816000,3403700,659700,4095600,3030800,16200800,15242400,5360600,30496800,39140600,7178800,14176600,10229000,4971000,26843800,6407000,8512800,16770500
2024-03-19,55215200,83509500,26880900,24491000,7648000,46113800,2207600,1322700,7736700,1490600,10999700,23851800,13222100,32668700,4657500,15936400,24070400,1858200,3493800,41841500,5470300,34673000,1343700,4555600,29864100,7840600,8478700,7909500,15030600,1883100,2557100,898700,22721000,2049500,10903100,19837900,684400,11433900,6168900,672171000,7653700,29026600,6148100,43004100,1508900,5676500,60755300,26144600,26953100,77271400,2511700,2002400,2720500,909000,6595200,4165700,15226900,10832800,4777100,28545800,36748300,8842400,13390200,10245900,5255100,19985400,5240200,7624200,14878800
2024-03-20,53423100,81773100,29947200,40946000,12770000,40519000,2563900,1398700,8449100,1763400,11699600,32308000,18834900,67721500,9593800,16909300,21311500,2157400,2750400,36886700,10190800,74865000,1701700,7912000,49609600,5982300,9367000,9952100,15258800,2146400,2038000,845000,41915400,1691100,11711100,17860100,592500,14564500,7771700,479063000,5046700,34468000,4870300,43653500,1451100,5804400,69594600,28961700,43460100,83846700,3548200,2747300,4254600,837900,6105000,4605800,15198800,13252400,4432700,32659400,52255300,10400900,13357400,10986100,8678200,32620800,8268200,8497400,16119700
2024-03-21,106181300,75265600,32824300,72468000,7436400,43219500,2616300,2106900,7899100,1411800,10353500,27655700,13021000,55822500,7396500,15268300,24755600,4613800,4212200,34693300,8271200,50807600,1351900,5823200,43067300,5915800,11203800,7424400,13067100,2723800,3013200,912100,26546700,2580300,9712500,21296200,684400,18090300,17176000,480372000,4343000,29633700,5211500,39345700,1790900,6287300,60256100,34446700,34276600,73178000,3693400,1844400,2742000,719600,5057600,3753200,21868300,9384200,5377200,23334200,49209200,9965100,12312000,8936100,6263500,40327800,8865300,7146400,14878000
2024-03-22,71160100,57899100,27995400,38624000,7827000,29001100,2052000,1794100,5974700,1514600,7144800,30355600,12832800,33137500,6918500,9393800,29211800,2190300,2910900,26955700,6119800,28503100,1125200,3152000,28437300,7248600,8108800,8880300,11502800,1687400,1981000,1008300,20877600,2277800,8120600,17648500,451500,10046300,41837400,586719000,4106400,28830100,6393200,28253900,920200,6495000,79070800,26169900,30262300,75580600,2847300,2024200,2397000,736500,8744100,3923200,17816400,5874600,3214200,17948800,32033000,6771100,11507000,10942300,4402500,21059400,5537200,5718600,14701900
2024-03-25,54288300,71935300,29815500,21237000,12953000,30480200,1774800,1604700,6058700,1106300,12103600,12894800,9418000,39063500,4034800,14644700,19229300,1683900,2683900,29373100,4488900,47276500,2038600,3062000,20107800,7498100,8620000,9047900,13144700,1391000,1806600,775000,23291000,2600300,8380600,18060500,517500,11423500,14548800,552136000,3941900,31110600,7145600,27789200,1108100,6903000,48512100,30944600,24011800,74228600,2786100,1198300,2189200,255200,8519200,5262400,14587200,5662600,3732500,35074400,31784000,7658200,8777800,11003700,5661600,23194200,5253000,5664600,14011700
2024-03-26,57388400,65322400,29659000,23522000,8972200,33673400,1637200,1353500,6677900,1053200,11870000,15363300,12343100,67140200,5752700,15961300,22149100,1407000,2720200,28522200,5477600,39109700,1180400,4428800,23434800,6864100,5961500,10195600,13277400,1265300,2099000,766700,27266700,2515100,11205400,16725600,1094600,13829600,10816900,513648000,4593000,38220300,5842700,34142000,1365400,6216100,65463700,33048600,34423000,113186200,3113300,8117100,2776800,245800,8752400,4923000,17854100,5434400,5441600,35373800,30135500,7292700,8538400,7964400,6160300,29830400,6942400,5387800,13152300
2024-03-27,60273300,55685600,33272600,25583000,7372800,36350200,2262800,1246700,7416900,1543800,10782800,21819500,12337200,53555800,6041000,22172100,22879200,2353600,2536500,28891100,4838500,51017800,2186800,6700400,35028400,8461600,8725800,5229500,12551200,1590600,2297700,1277700,30600500,2309400,9989700,16705000,728600,13409000,11095700,586067000,4911300,34247600,6599700,41359200,1132800,5863700,82999800,37488400,50157800,81804000,2653100,1594500,2412300,209600,5190700,5191400,19260100,8444400,4177800,33960000,36670300,7162900,12495000,9848100,6711000,34600400,8797400,5812000,12415700
2024-03-28,65672700,57628600,38051600,19856000,4471700,42262500,2028600,1713300,8331600,1426700,15367400,28296300,17180400,61846400,9194500,14766400,24485400,2409700,4108200,31546700,7561400,54204200,2190800,5568400,37675100,6181500,8628300,7159100,13683500,1784900,3209400,1119500,23066200,2214500,15212800,21871200,2149900,12830800,11331700,435212000,5710400,40466700,7191500,36839600,1573300,6784300,96294900,33461500,34540400,77654800,3820000,2621400,4745600,392000,5844400,4626900,19771400,9025200,5294700,34615200,41490200,7287000,8854400,9172700,5695400,27492200,8090200,5958200,18482100
2024-04-01,46240500,74299900,29174500,17252000,5107800,33908000,1953800,1600700,6285700,1319500,8419700,20857100,15419500,35898300,13677100,11008300,31730800,1863900,4333200,47857400,10854000,31712600,1813400,3292800,25684200,4364700,7309000,7825700,11668700,1027300,2921300,717100,20817100,1648200,9247000,16316000,986600,13175200,10360000,452441000,4815400,26596600,5971900,38729000,1193600,4990200,62477500,31980100,48945400,81562100,2928700,2282600,4000100,664400,5084000,5331200,15031600,7647000,5290700,42899000,37537700,6905300,11654800,13205200,8064400,22702600,7378300,9941800,13817000
2024-04-02,49329500,61598800,32611500,24694000,4477200,34806800,1968900,2326700,8815400,1164500,15517100,22346100,17414900,42653400,13421100,13061900,24586000,1976000,4650500,45551200,7214900,32748400,2039800,5680800,36632100,6102300,7014700,8312600,13017300,1451100,2596800,837900,32433900,3265100,11081000,17912000,645800,9905300,11107300,433064000,5158500,32451500,6771200,44259700,1215000,8276800,74230300,40169500,43086300,116650600,11867000,1465300,4241700,582100,6912300,5116000,17260800,9570800,5271200,38671200,36359800,11049400,11418200,16269200,7393500,30212400,10776400,12270400,19919600
2024-04-03,47691700,49835100,31046600,28650000,6609300,33338500,2623700,3205500,7819700,1077300,22480400,33272500,15898300,57498900,11416200,14377100,24705000,1549200,4723000,29542300,12908000,83718000,1423300,3772800,27362800,8098200,9353400,7458200,13672900,1449200,3044900,758600,25198700,2265000,12099200,16502300,1164000,10551400,8876600,370067000,5828000,36828600,9601800,39949800,1172300,6316400,59155800,38155900,45494400,82950100,4460400,2080500,3254800,3024900,4536600,3632700,18211800,10022800,5158900,29148800,39715900,7589900,10670000,16094700,5392200,26574200,8453400,10165200,16504300
2024-04-04,53704400,88280000,41624300,27014000,6513800,42888200,2492200,2252400,9269700,1218600,13815400,33317700,19950400,67812400,12307300,16988600,34724700,1704700,4381600,36056400,6960500,57307200,1333400,3384400,32265200,6947400,9243800,8500400,14320700,2258500,2354000,1398300,31423800,2552600,26476300,19370900,781400,10690100,12110300,434965000,5422600,41922700,6801700,57267700,1262600,8057600,96858100,31850300,47957400,123162000,5182000,2156000,6112200,1404900,4018600,5953600,16461400,12658600,8000500,36941200,52657500,10659800,16464800,18289500,6667800,29356800,12685700,9650600,18467400
2024-04-05,42104800,66080300,42374000,19438000,4130400,30823500,2068300,1552900,7432800,994400,9653900,31564000,21091800,46937400,13382700,11210500,23459200,1694900,3243400,30857300,6334600,67263000,3505800,6075600,27569400,6783000,6532300,7251300,10157800,1575900,2113400,892100,25134900,2462700,19263300,16554800,1015100,10278100,9716700,399678000,4412200,39880500,5121200,54744600,880900,7161400,74546500,37769000,42495900,143157600,5747400,1893700,3842800,469200,4392100,4789000,14338700,9804200,6619400,31194600,47540300,10718600,12808800,11148900,6055700,32322400,9073100,10081800,21720600
2024-04-08,37425500,43997500,39221300,17139000,6176400,29470300,2690000,1459000,7253200,1269800,6266000,18452500,12350900,29900500,10331400,8250400,20702000,1181900,4339600,31067800,7115100,56967800,1323900,6800800,21331000,5935400,8001000,4650900,10284500,1744300,1664200,751100,37054400,1961800,13260600,14272400,618500,8054900,8452500,283220000,3755700,24431400,5476800,28144900,834200,6322900,48401800,27372200,37879800,104423300,4532300,1426000,3757200,379200,5542400,3866900,14457800,6522000,3503100,34034600,35165700,6096100,8125800,10040700,5588500,20142600,9128200,8295800,17513900
2024-04-09,42373800,42886100,36520100,17986000,11427800,30967300,2042700,1386400,6576200,1114500,7451100,23963700,12469100,35497900,13069900,8793800,31079500,1247200,3022600,32219100,5151100,78671700,1516300,3826800,23289100,6135300,7351500,4089800,10779100,1472300,2464100,842800,21967300,2217200,10863800,12496900,947000,9188000,7191900,501700000,3773900,45127800,4608100,39443600,1379300,6240700,68049200,32785000,32522000,102951700,3521200,1513000,3893900,599900,7313900,4075600,17224100,11350600,4733100,35322800,51953600,9042200,9400800,12629600,7565200,24024200,10534400,8559800,14132300
2024-04-10,49709300,59600000,35879200,17467000,9727700,37610700,2148500,1832000,7525800,1407700,6746300,37281800,21567300,51395000,13317500,11636400,22838600,1903300,4805200,76623900,14993700,51108400,1816300,4955200,57130500,6809500,7681400,5540900,11861900,1838200,1700300,1247700,45351600,2710500,11418500,16216600,1393400,10783400,7932900,431929000,4581500,44541600,7784900,61502200,1455100,7413900,82652800,39046800,74368900,84532400,4493500,3513100,6834100,1016800,5276000,8332800,17900400,14113000,6845300,39199600,59492800,14119500,13836800,15018400,14873300,38280600,13052700,10806000,17409200
